Date, Test , ComputeTime
28/04/24, 5000000 @ -O2, 3.707841
28/04/24, 5000000 @ -O3, 3.630007
28/04/24, 10000000 @ -O0, 14.141018
28/04/24, 10000000 @ -O1, 15.708562
28/04/24, 10000000 @ -O2, 15.564144
28/04/24, 10000000 @ -O3, 14.825320
29/04/24, 500000 @ -O0, 0.036749
29/04/24, 500000 @ -O1, 0.036988
29/04/24, 500000 @ -O2, 0.037344
29/04/24, 500000 @ -O3, 0.037387
29/04/24, 1000000 @ -O0, 0.099667
29/04/24, 1000000 @ -O1, 0.102506
29/04/24, 1000000 @ -O2, 0.101515
29/04/24, 1000000 @ -O3, 0.103041
29/04/24, 5000000 @ -O0, 3.978548
29/04/24, 5000000 @ -O1, 4.227525
29/04/24, 5000000 @ -O2, 5.289203
29/04/24, 5000000 @ -O3, 4.328526
29/04/24, 10000000 @ -O0, 16.475565
29/04/24, 10000000 @ -O1, 16.696169
29/04/24, 10000000 @ -O2, 16.025839
29/04/24, 10000000 @ -O3, 17.927499
